Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Brong Ahafo,Berekum Municipal,ABTS Clinic,Clinic,Berekum,Government,7.44034,-2.60347
Brong Ahafo,Berekum Municipal,Bre Nye Kwa Hospital,Hospital,Berekum,Government,7.44372,-2.59325
Brong Ahafo,Berekum Municipal,Holy Family Hospital,Hospital,Berekum,Private,7.44325,-2.58806
Brong Ahafo,Berekum Municipal,Botokrom Rural Clinic,Clinic,Botokrom,Government,7.5228,-2.72249
Brong Ahafo,Berekum Municipal,Jinijini Health Centre,Health Centre,Jinijini,Government,7.44656,-2.64642
Brong Ahafo,Berekum Municipal,Berekum District Health Directorate,District Health Directorate,Berekum,Government,7.44462,-2.57926
Brong Ahafo,Dormaa Municipal,Amasu Rural Clinic,Clinic,Ammasua,Government,7.22802,-2.95807
Brong Ahafo,Dormaa East,Kyeremasu Rural Clinic,Clinic,Kyeremasu,Government,7.26312,-2.76114
Brong Ahafo,Dormaa Municipal,Kwameasua Presby Clinic,Clinic,Kwameasua,Government,7.16715,-2.7701
Brong Ahafo,Dormaa Municipal,Aboabo Presby Clinic,Clinic,Aboabo,CHAG,7.20647,-2.81057
Brong Ahafo,Dormaa Municipal,Asikasu Rural Clinic,Clinic,Asikasu,Government,7.1893,-2.89066
Brong Ahafo,Dormaa Municipal,Danyami Rural Clinic,Clinic,Danyame,Government,7.34172,-2.8792
Brong Ahafo,Dormaa Municipal,Dormaa Presby Hospital,District Hospital,Dormaa,Government,7.27537,-2.86803
Brong Ahafo,Dormaa Municipal,Dormaa PHC Project,Clinic,Dormaa,Government,7.27434,-2.86719
Brong Ahafo,Dormaa Municipal,Ohenewaa Maternity Home,Clinic,Dormaa,Government,7.27435,-2.87338
Brong Ahafo,Dormaa Municipal,Dormaa RCH/FP,RCH,Dormaa,Government,7.27277,-2.87009
Brong Ahafo,Dormaa East,Dormaa Akwamu Health Centre,Health Centre,Dormaa Akwamu,Government,7.31711,-2.73729
Brong Ahafo,Dormaa East,Akontanim Rural Clinic,Clinic,Akontanim,Government,7.30811,-2.71819
Brong Ahafo,Dormaa Municipal,Kofibadukrom Port Health,Health Centre,Kofibadukrom,Government,7.28896,-2.97238
Brong Ahafo,Dormaa Municipal,Kojokumikrom Rural Clinic,Clinic,Kojokumikrom,Government,7.29063,-2.91397
Brong Ahafo,Dormaa Municipal,K/Dwomokrom Rural Clinic,Clinic,Dwomokrom,Government,7.29054,-2.90378
Brong Ahafo,Dormaa Municipal,Dormaa District Health Directorate,District Health Directorate,Dormaa,Government,7.27435,-2.87004
Brong Ahafo,Dormaa Municipal,Kwaben Maternity Home,Maternity Home,Yuwusukrom,Private,7.00092,-3.0862
Brong Ahafo,Dormaa Municipal,Nkrankwanta Health Centre,Health Centre,Nkrankwanta,Government,7.01987,-3.0862
Brong Ahafo,Dormaa Municipal,Ceci Maternity Home,Maternity Home,Nkrankwanta,Government,7.01659,-3.04393
Brong Ahafo,Dormaa East,Wamfie Health Centre,Health Centre,Wamfi,Government,7.30582,-2.73729
Brong Ahafo,Dormaa East,Bishop Mathew Gyamfi's Clinic,Clinic,Wamanafo,CHAG,7.26224,-2.71568
Brong Ahafo,Dormaa East,Racheal Maternity Home,Health Centre,Wamanafo,Private,7.26604,-2.71549
Brong Ahafo,Jaman North,Buni Community Clinic,Clinic,Buni,Government,7.80201,-2.6424
Brong Ahafo,Jaman North,Asiri Rural Clinic,Clinic,Asiri,Government,7.80156,-2.70684
Brong Ahafo,Jaman North,Asuokor Rural Clinic,CHPS,Asuoko.,Government,7.73363,-2.61549
Brong Ahafo,Jaman North,Goka Health Centre,Health Centre,Goka,Government,7.75868,-2.65616
Brong Ahafo,Jaman North,Johnsons Rural Clinic,Clinic,Goka,Quasi-Government,7.7653,-2.65532
Brong Ahafo,Jaman North,Sampa District Hospital,District Hospital,.Sampa,Government,7.95085,-2.695
Brong Ahafo,Jaman North,Holy Daniel's Clinic,Clinic,Sampa,Government,7.95075,-2.69753
Brong Ahafo,Jaman North,Suma Presby Clinic,Clinic,Suma,CHAG,7.91843,-2.71607
Brong Ahafo,Jaman North,Seketia Rural Clinic,Clinic,Seketia,Government,7.8156,-2.74399
Brong Ahafo,Jaman South,Abirikasu Health Centre,Health Centre,Abirikasu,Government,7.49369,-2.82997
Brong Ahafo,Jaman South,Angel's Maternity Home,Maternity Home,Atuna,Government,7.50335,-2.91504
Brong Ahafo,Jaman South,St. Mary's Hospital,Hospital,Drobo,Private,7.58599,-2.78549
Brong Ahafo,Jaman South,Jejemirija Presby Clinic,Clinic,Jejemiraja,Government,7.63384,-2.72654
Brong Ahafo,Jaman South,Elizabeth Maternity Home,Maternity Home,Dwenem,CHAG,7.68227,-2.78494
Brong Ahafo,Jaman South,Drobo RCH/FP,Clinic,Drobo,Government,7.5872,-2.78657
Brong Ahafo,Jaman South,Dwenem Rural Clinic,Clinic,Dwenem,Government,7.68138,-2.78094
Brong Ahafo,Jaman South,Baano Rural Clinic,Clinic,Baano,Government,7.60977,-2.90541
Brong Ahafo,Jaman South,Vida's Maternity Home,Maternity Home,Kwameseikrom,Private,7.63643,-2.90541
Brong Ahafo,Jaman South,Gonasua Health Centre,Health Centre,Gonasua,Government,7.58836,-2.82208
Brong Ahafo,Jaman South,Zezera Health Centre,Health Centre,Zezera,Private,7.73358,-2.86322
Brong Ahafo,Jaman South,St. Micheal Maternity Home,Maternity Home,Adamsu,Private,7.74365,-2.80623
Brong Ahafo,Jaman South,Adiokor Rural Clinic,Clinic,Adiokor,Private,7.75029,-2.85133
Brong Ahafo,Jaman South,Adamsu Health Centre,Health Centre,Adamsu,Government,7.7533,-2.80712
Brong Ahafo,Jaman South,Bodaa Rural Clinic,Clinic,Bodaa,Government,7.78135,-2.82046
Brong Ahafo,Jaman South,Saviour's Maternity Home,Maternity Home,Kofitiakrom,Private,7.77289,-2.84769
Brong Ahafo,Jaman South,Asare Rural Clinic,Clinic,Asare,Government,7.76307,-2.76607
Brong Ahafo,Jaman North,Jeman North District Health Directorate,District Health Directorate,Sampa,Government,7.95037,-2.69579
Brong Ahafo,Jaman South,Jaman South District Health Directorate,District Health Directorate,Drobo,Government,7.59374,-2.78768
Brong Ahafo,Kintampo North Municipal,Busuama Rural Clinic,Clinic,Busuama,Government,8.23236,-1.85531
Brong Ahafo,Kintampo North Municipal,Dawadawa Health Centre,Health Centre,Dawadawa,Government,8.35529,-1.56645
Brong Ahafo,Kintampo North Municipal,Kintampo District Hospital,District Hospital,Kintampo,Government,8.05098,-1.7312
Brong Ahafo,Kintampo North Municipal,Annor Asare Clinic,Clinic,Kintampo,Government,8.05586,-1.73341
Brong Ahafo,Kintampo North Municipal,RCH/FP Clinic,Clinic,Kintampo,Government,8.04999,-1.73102
Brong Ahafo,Kintampo North Municipal,Glory Prince of  Peace Maternity Home,Maternity Home,Kintampo,Government,8.0674,-1.72109
Brong Ahafo,Kintampo North Municipal,Kintampo Eye Clinic,Clinic,Kintampo,CHAG,8.05037,-1.7313
Brong Ahafo,Kintampo North Municipal,Kunsu Rural Clinic,Clinic,Kunsu,Government,8.14683,-1.51239
Brong Ahafo,Kintampo North Municipal,Kintampo North District Health Dirrectorate,District Health Directorate,Kintampo,Government,8.05054,-1.73235
Brong Ahafo,Kintampo North Municipal,New Longoro Health Centre,Health Centre,New Longoro,Government,8.17255,-1.83829
Brong Ahafo,Kintampo South,Amoma Rural Clinic,Clinic,Amoma,Government,7.78398,-1.87129
Brong Ahafo,Kintampo South,Anyima Rural Clinic,Clinic,Anyima,Government,7.8932,-1.87403
Brong Ahafo,Kintampo South,Perpetual Health Maternity Home,Maternity Home,Apesika,Government,7.99955,-1.54873
Brong Ahafo,Kintampo South,Jema Health Centre,Health Centre,Jema,Government,7.8905,-1.77307
Brong Ahafo,Kintampo South,Kintampo South District Health Directorate,District Health Directorate,Jema,Government,7.89152,-1.77313
Brong Ahafo,Nkoranza,Ahyiayem Rural Clinic,Clinic,Ahyiayem,Government,7.4672,-1.51826
Brong Ahafo,Nkoranza,Akuma Rural Clinic,Clinic,Akuma,Government,7.48654,-1.71839
Brong Ahafo,Nkoranza,Ayerede Rural Clinic,Clinic,Ayerede,Government,7.48594,-1.64877
Brong Ahafo,Nkoranza,Busunyaa Rural Clinic,Clinic,Busunyaa,Government,7.68463,-1.65773
Brong Ahafo,Nkoranza,Donkro-Nkwanta Rural Clinic,Clinic,Donkro-Nkwanta,Government,7.43477,-1.65995
Brong Ahafo,Nkoranza,Dromankese Health Centre,Health Centre,Dromankese,Government,7.70912,-1.56124
Brong Ahafo,Nkoranza,Kranka Rural Clinic,Clinic,Kranka,Government,7.66729,-1.81142
Brong Ahafo,Nkoranza,Nkoranza District Health Directorate,District Health Directorate,Nkoranza,Government,7.55632,-1.70002
Brong Ahafo,Nkoranza,St. Theresa's Hospital,Hospital,Nkoranza,Private,7.57152,-1.70406
Brong Ahafo,Nkoranza,Nkoranza Health Centre,Health Centre,Nkoranza,Government,7.56816,-1.71117
Brong Ahafo,Nkoranza,Nkwabeng Rural Clinic,Clinic,Nkwabeng,Government,7.49959,-1.7381
Brong Ahafo,Nkoranza,Bonsu Rural Clinic,Clinic,Bonsu,Government,7.55219,-1.78035
Brong Ahafo,Nkoranza,Yefri Health Centre,Health Centre,Yefri,Government,7.69133,-1.74787
Brong Ahafo,Pru,Abease Health Centre,Health Centre,Abease,Government,7.95847,-1.18246
Brong Ahafo,Pru,Parambo Health Centre,Health Centre,Parambo,Government,8.1252,-0.79412
Brong Ahafo,Pru,Prang Health Centre,Health Centre,Prang,Government,7.99465,-0.88928
Brong Ahafo,Pru,Bernice Maternity Home,Maternity Home,Yeji,Government,8.22924,-0.65164
Brong Ahafo,Pru,Mathias Hospital,Hospital,Yeji,Government,8.22936,-0.6551
Brong Ahafo,Sene,Bantama CHPS,CHPS,Bantama,Government,7.71152,-0.75332
Brong Ahafo,Sene,Bassa Health Centre,Health Centre,Bassa,Government,7.79016,-0.40995
Brong Ahafo,Sene,Nyankontre CHPS,CHPS,Nyakontre,Government,7.7925,-0.34233
Brong Ahafo,Sene,Kojokrom Health Centre,Health Centre,Kojokrom,Government,7.77873,-0.17077
Brong Ahafo,Sene,Kajaji Clinic,Clinic,Kajaji,Private,7.78062,-0.22055
Brong Ahafo,Sene,Sunta Clinic,Clinic,Kwame Danso,Private,7.73167,-0.67284
Brong Ahafo,Sene,Sene District Hospital,District Hospital,Kwame Danso,Government,7.73115,-0.68588
Brong Ahafo,Sene,Sene District Health Directorate,District Health Directorate,Kwami Danso,Government,7.73043,-0.68564
Brong Ahafo,Sunyani,Abesim Rural Clinic,Clinic,Abesim,Government,7.2885,-2.27099
Brong Ahafo,Sunyani,Christian Eye Centre,Health Centre,Abesim,Government,7.29219,-2.27146
Brong Ahafo,Sunyani,Mercy Maternity Home,Clinic,Berekum,Private,7.46061,-2.59739
Brong Ahafo,Sunyani,Chiraa Health Centre,Health Centre,Chiraa,Government,7.2412,-2.10578
Brong Ahafo,Sunyani,Florence Maternity Home,Maternity Home,Kofibadukrom,Private,7.29254,-2.9723
Brong Ahafo,Sunyani,Sunyani District Health Directirate,District Health Directorate,Sunyani,Government,7.33696,-2.32913
Brong Ahafo,Sunyani,Brong Ahafo Regional Health Directorate,Regional Health Directorate,Sunyani,Government,7.340233,-2.335633
Brong Ahafo,Sunyani,Amponsah Memorial Maternity Home,Maternity Home,Nsoatre,Government,7.40584,-2.46534
Brong Ahafo,Sunyani,Nsoatre Health Centre,Health Centre,Nsoatre,Government,7.39914,-2.46312
Brong Ahafo,Sunyani,Kwatire Health Centre,Clinic,Kwatire,Government,7.3853,-2.30018
Brong Ahafo,Sunyani,Bofourkrom Health Centre,Health Centre,Bofourkrom,Government,7.54614,-2.27834
Brong Ahafo,Sunyani,Louise Banks Griffin Clinic,Clinic,Odumase,Private,7.38248,-2.33091
Brong Ahafo,Sunyani,Hannah Maternity Home,Maternity Home,Odumase,Private,7.37068,-2.31991
Brong Ahafo,Sunyani,Monica's Maternity Home,Maternity Home,Sunyani,Private,7.33862,-2.31295
Brong Ahafo,Sunyani,Police Clinic,Clinic,Sunyani,Government,7.34635,-2.33026
Brong Ahafo,Sunyani,Fiapre Rural Clinic,Clinic,Fiapre,Government,7.3629,-0.3467
Brong Ahafo,Sunyani,Atuahenekrom Community Clinic,Clinic,Atuahenekrom,Government,7.11161,-2.37727
Brong Ahafo,Sunyani,Ohene Adu Clinic,Clinic,Sunyani-Penkwasi,Government,7.35717,-2.32426
Brong Ahafo,Sunyani,Antwikrom Rural Clinic,Health Centre,Antwtkrom,Government,7.22028,-2.39009
Brong Ahafo,Sunyani,Opoku Clinic,Clinic,Sunyani,Government,7.3439,-2.32856
Brong Ahafo,Sunyani,Peace Maternity Home,Maternity Home,Sunyani,Government,7.34097,-2.2999
Brong Ahafo,Sunyani,St. James Secondary Clinic,Clinic,Sunyani,Government,7.29371,-2.29166
Brong Ahafo,Sunyani,Rapid Preparatory School Clinic,Clinic,Sunyani,Government,7.32071,-2.32067
Brong Ahafo,Sunyani,3MRS-Liberation Barracks,Polyclinic,Sunyani-Barracks,Government,7.34184,-2.2946
Brong Ahafo,Sunyani,Nkwabeng Hospital,Hospital,Sunyani,Private,7.34301,-2.32741
Brong Ahafo,Sunyani,Owusu Memorial Hospital,Hospital,Sunyani,Private,7.32669,-2.33267
Brong Ahafo,Sunyani,Forestry School Cinic,Clinic,Sunyani,Government,7.34908,-2.34308
Brong Ahafo,Sunyani,Ridge Experimental School Clinic,Clinic,Sunyani,Government,7.34016,-2.3385
Brong Ahafo,Sunyani,Polytechnic Clinic,Clinic,Sunyani,Government,7.32315,-2.31733
Brong Ahafo,Sunyani,Green Hill Clinic,Clinic,Suniyani,Government,7.31655,-2.30336
Brong Ahafo,Sunyani,Sunyani Regional Hospital,Regional Hospital,Sunyani,Government,7.3446,-2.3142
Brong Ahafo,Sunyani,Sunyani Municipal Hospital,Municipal Hospital,Sunyani,Government,7.33817,-2.32858
Brong Ahafo,Sunyani,Prisons Clinic,Clinic,Sunyani,Government,7.34014,-2.33362
Brong Ahafo,Sunyani,Sunyani Nurses Training College/Health Assistants Training School,Training Institution,Sunyani,Government,7.33817,-2.32858
Brong Ahafo,Tain,Badu Health Centre,Health Centre,Badu,Government,7.70032,-2.23032
Brong Ahafo,Tain,Banda Ahenkro Rural Clinic,Clinic,Banda Ahenkro,Government,8.1636,-2.3575
Brong Ahafo,Tain,Bui Rural Clinic,Clinic,Bui,Government,8.25048,-2.26765
Brong Ahafo,Tain,Sabiye Health Centre,Health Centre,Sabiye,Government,8.07308,-2.35153
Brong Ahafo,Tain,Mamase Rural Clinic,Clinic,Mamase,Government,7.90103,-2.48373
Brong Ahafo,Tain,Hani CHPS,CHPS,Hani,Government,7.8485,-2.47551
Brong Ahafo,Tain,Debibi Health Centre,Health Centre,Debibi,Government,7.8959,-2.53924
Brong Ahafo,Tain,Tafsiru Maternity Home,Maternity Home,Menji,Government,7.92632,-2.38335
Brong Ahafo,Tain,Menji Community Clinic,Clinic,Menji,Government,7.92558,-2.38
Brong Ahafo,Tain,Nsawkaw Health Centre,Health Centre,Nsawkaw,Government,7.87659,-2.31514
Brong Ahafo,Tain,Brohani CHPS,CHPS,Brohani,Government,7.97551,-2.4203
Brong Ahafo,Tain,Seikwa Health Centre,Health Centre,Seikwa,Government,7.72836,-2.51792
Brong Ahafo,Tano North,Adrobaa Rural Clinic,Clinic,Adrobaa,Government,7.2628,-2.13179
Brong Ahafo,Tano North,Bomaa Health Centre,Health Centre,Bomaa,Government,7.08675,-2.16797
Brong Ahafo,Tano North,St. John of God Hospital,Hospital,Duayaw Nkwanta,Government,7.17559,-2.0967
Brong Ahafo,Tano North,Tanoso Rural Clinic,Clinic,Tanoso,Government,7.2683,-2.236
Brong Ahafo,Tano North,Yamfo Health Centre,Health Centre,Yamfo,Government,7.22567,-2.2411
Brong Ahafo,Tano South,Trinity Maternity Home,Maternity Home,Brosankro,CHAG,7.04685,-2.10048
Brong Ahafo,Tano South,Bechem Government Hospital,District Hospital,Bechem,Government,7.08831,-2.02947
Brong Ahafo,Tano South,Derma Health Centre,Health Centre,Derma,Government,7.20855,-1.94901
Brong Ahafo,Tano South,Tano South District Health Directorate,District Health Directorate,Bechem,Government,7.0696,-2.02233
Brong Ahafo,Tano South,Techimantia Health Centre,Health Centre,Techimantia,Government,7.18142,-2.02874
Brong Ahafo,Techiman,Aworowa Health Centre,Clinic,Aworowa,Government,7.61979,-2.01215
Brong Ahafo,Techiman,Buoyem Health Centre,Health Centre,Buotem,Government,7.66606,-1.96107
Brong Ahafo,Techiman,Forikrom Rural Clinic,Clinic,Forikrom,Government,7.59382,-1.86387
Brong Ahafo,Techiman,Fiaso CHPS,CHPS,Fiaso,Government,7.57912,-1.81848
Brong Ahafo,Techiman,Asantaso Rural Clinic,Clinic,Asantanso,CHAG,7.54566,-1.8655
Brong Ahafo,Techiman,Techiman Municipal Health Directorate,Municipal Health Directorate,Techiman,Government,7.56243,-1.93487
Brong Ahafo,Techiman,Nsuta Health Centre,Health Centre,Nsuta,CHAG,7.52836,-2.07377
Brong Ahafo,Techiman,Offuman Health Centre,Health Centre,Offuman,Government,7.78352,-1.96996
Brong Ahafo,Techiman,Tanoso Health Centre,Health Centre,Tanoso,Government,7.47145,-1.97852
Brong Ahafo,Techiman,Techiman Subdistrict Clinic,Clinic,Techiman,CHAG,7.58998,-1.94437
Brong Ahafo,Techiman,Arm's Maternity Home,Maternity Home,Techiman,Private,7.59118,-1.93813
Brong Ahafo,Techiman,Kristo Nti  Maternity Home,Maternity Home,Techiman,Private,7.56965,-1.94848
Brong Ahafo,Techiman,Techiman  Secondary School Clinic,Clinic,Techiman,Government,7.56944,-1.93697
Brong Ahafo,Techiman,Alice Maternity Home,Maternity Home,Gyako,Private,7.59064,-1.94684
Brong Ahafo,Techiman,Nkwahia Maternity Home,Maternity Home,Techiman,Private,7.57921,-1.93076
Brong Ahafo,Techiman,Ahamadiya Moslem Hospital,Hospital,Techiman,Private,7.58611,-1.9317
Brong Ahafo,Techiman,Opoku Agyeman Hospital,Hospital,Techiman,Government,7.56288,-1.93692
Brong Ahafo,Techiman,Station Clinic,Clinic,Techiman,Government,7.58451,-1.93631
Brong Ahafo,Techiman,Holy Family Hospital,Hospital,Techiman,CHAG,7.59193,-1.93944
Brong Ahafo,Techiman,Tuobodom Health Centre,Health Centre,Tuobodom,Government,7.63484,-1.91209
Brong Ahafo,Wenchi,Asuogya RCH/FP,Clinic,Droboso,Government,7.70134,-2.10643
Brong Ahafo,Wenchi,Wenchi District Health Directorate,District Health Directorate,Wenchi,Government,7.74497,-2.00998
Brong Ahafo,Wenchi,Subinso Health Centre,Health Centre,Subinso,Government,7.94251,-2.05399
Brong Ahafo,Wenchi,Nchiraa Rural Clinic,Clinic,Nchiraa,Government,7.89522,-1.98159
Brong Ahafo,Wenchi,RCH Clinic Wenchi,Clinic,Wenchi,Government,7.7444,-2.10038
Brong Ahafo,Wenchi,Wencgi Methodist Hospital,Hospital,Wenchi,CHAG,7.73854,-2.111
Brong Ahafo,Wenchi,Ampaabeng Kyeremeh Clinic,Clinic,Wenchi,Government,7.73557,-2.1087
Brong Ahafo,Wenchi,Gov't. Maternity Home,Maternity Home,Wenchi,Government,7.74081,-2.11169
Brong Ahafo,Wenchi,Nyaase Royal Maternity  Home,Maternity Home,Wenchi Bandaline,Private,7.74042,-2.10208
Brong Ahafo,Wenchi,Emil Memorial Hospital,Hospital,Wenchi,Government,7.73964,-2.09488
Brong Ahafo,Tano North,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,7.2169497,-2.1843285
Brong Ahafo,Asutifi,Biaso CHPS,CHPS,Biaso,Government,6.9577082,-2.4208713
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,6.6148152,-2.4999918
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,Wamfie,Private,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,Wamfie,Private,7.277284,-2.876257
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Mayera Rural Clinic,Clinic,Mayera,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,7.9072974,-2.6586401
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,7.5666667,-1.7
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,7.6111895,-0.4502368
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,7.6111895,-0.4502368
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Nkwaeso Clinic,Clinic,Nkwaeso,Government,7.5772222,-1.9291667
Brong Ahafo,Wenchi Municipal,Droboso Clinic,Clinic,Droboso,Government,7.734117,-2.103572
Brong Ahafo,Berekum Municipal,Christian Eye Centre,Clinic,Brekum,CHAG,7.5977302,-1.9359593
Brong Ahafo,Berekum Municipal,Nkyekyemanu Rural Clinic,Clinic,Nkyekyemanu,Government,7.5977302,-1.9359593
Brong Ahafo,Kintampo North Municipal,Kintampo Rural Health Training School,Training Institution,Kintampo,Government,7.5977302,-1.9359593
Brong Ahafo,Sunyani Municipal,Susec Clinic,Clinic,Sunyani,Government,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Notre Dame Sch. Clinic,Clinic,Sunyani,Government,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Ratchlik Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Atuahenekrom Clinic,Clinic,Atuahene,Private,7.3333333,-2.3333333
