Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Central,Efutu Municipal,Klimovic Memorial Hospital,Hospital,Winneba,Private,5.36621,-0.63719
Central,Efutu Municipal,Winneba Government Hospital,District Hospital,Winneba,Government,5.34374,-0.6229
Central,Efutu Municipal,Bethel Maternity Home,Maternity Home,Winneba,Private,5.34224,-0.62985
Central,Efutu Municipal,Efutu District Health Directorate,District Health Directorate,Winneba,Government,5.33815,-0.62484
Central,Efutu Municipal,Winneba Community Health Nurses Training School,Training Institution,Winneba,Government,5.37109,-0.64254
Central,Efutu Municipal,Ansaful Health Centre,Health Centre,Ansaful,Government,5.37109,-0.64254
Central,Efutu Municipal,Winniba Health Centre,Health Centre,Winneba,Government,5.20189,-0.3727
Central,Efutu Municipal,Winniba Municipal Health Directorate,DHD,Winneba,Government,5.20174,-0.37295
Central,Efutu Municipal,University Clinic,Clinic,Winneba,Quasi-Government,5.22095,-0.37478
Central,Efutu Municipal,Gyangyanadze CHPS,CHPS,Gyangyanadze,Government,5.23474,-0.34361
Central,Gomoa East,Buduatta Health Centre,Health Centre,Buduatta,Government,5.49698,-0.57723
Central,Gomoa East,Nadom Maternity Home,Maternity Home,Nyanyano,Private,5.46673,-0.41123
Central,Gomoa East,Nyanyano Clinic,Clinic,Nyanyano,Government,5.47036,-0.41798
Central,Gomoa East,Obuasi Clinic,Clinic,Obuasi,Government,5.50399,-0.7547
Central,Gomoa East,Buduburam Clinic,Clinic,Buduburam Camp,CHAG,5.523917,-0.475167
Central,Gomoa East,Ojobi Community Clinic,Clinic,Ojobi,Government,5.48019,-0.53142
Central,Gomoa East,Andrew Browning Clinic,Clinic,Fetteh,CHAG,5.43145,-0.47701
Central,Gomoa East,Fetteh CHPS,CHPS,Fetteh,Government,5.42147,-0.46725
Central,Gomoa East,Okyerko Clinic,Clinic,Okyerko,Government,5.41768,-0.6032
Central,Gomoa East,Wansima Memorial CHPS,CHPS,Mankoadze,Government,5.31811,-0.68595
Central,Gomoa East,Potsin Clinic,Clinic,Potsin,Government,5.45544,-0.59253
Central,Gomoa East,St. Gregory Catholic Clinic,Clinic,Budumburam Camp,Private,5.52401,-0.47508
Central,Gomoa East,Margo Maternity Home,Maternity Home,,Private,5.52401,-0.47508
Central,Gomoa East,Abasa CHPS,CHPS,Abasa,Government,5.52401,-0.47508
Central,Gomoa East,Dasum CHPS,CHPS,Dasum,Government,5.52401,-0.47508
Central,Gomoa East,Ekwemkrom CHPS,CHPS,Ekwemkrom,Government,5.52401,-0.47508
Central,Gomoa West,Godfry Memorial Clinic,Maternity Home,Ankamu,Private,5.33737,-0.76385
Central,Gomoa West,Apam RCH,RCH,Apam,Government,5.28368,-0.73665
Central,Gomoa West,Apam District Health Directorate,District Health Directorate,Apam,Government,5.31479,-0.74645
Central,Gomoa West,Ngyiresi CHPS,CHPS,Ngyiresi,Government,5.35125,-0.84368
Central,Gomoa West,Oguaa Health Centre,Health Centre,Ogua,Government,5.42001,-0.81471
Central,Gomoa West,Noguchi Clinic,Clinic,Noguchi,Government,5.35998,-0.70778
Central,Gomoa West,Apam Catholic Hospital,Hospital,Apam,CHAG,5.28142,-0.73909
